noi_dung_binh_luan,id,sentiment
kết_cấu dạng bôi mát mùi nhẹ mùo thơm lớp chết sản_phẩm đặc_tính mảng chết sạch mịn,11301,Positive
shop dán,11302,Positive
review nước_tẩy hài_lòng xài thử tẩy sạch dịu dấu_hiệu ửng đỏ châm_chít tẩy hẳn ý_định nước_tẩy bioderma lựa_chọn tốt,11303,Positive
dễ_dàng thoải_mái thư_giãn,11304,Positive
tẩy tốt,11305,Positive
tốt,11306,Positive
tư_vấn màu mụn đỏ thử,11307,Positive
xài trộm_vía ẩm tốt chất thấm lớp ẩm ẩm bình bôi_lượng yên_tâm đi ngủ có_lẽ lưu_ý giá rẻ không_rẻ,11308,Positive
dễ_dàng thoải_mái thư_giãn,11309,Positive
tốt,11310,Positive
mềm mịn,11311,Positive
xài cải_thiện lcl hơi khô,11312,Positive
sản_phẩm đặc tầm_phút cảm_giác mặt ẩm_mượt tầm phút set hiệu_ứng mịn dưỡng_ẩm kĩ_mình hỗn_hợp khô đỏ dầu mũi sản_phẩm kiềm dầu kém cánh_mũi khô hơi mốc nhẹ tổng_thể ổn mịn,11313,Positive
mụn_ẩn tốt đỡ mụn hẳn,11314,Positive
thất_vọng không_quá_tệ,11315,Negative
tẩy tốt không_gây rát,11316,Positive
dầu_sài mụn không_hợp kích_ứng cồn,11317,Negative
khô xài thích xài cảm_giác sạch hơi khô_xíu mịn_đoa serum ẩm bình_thường thời mụn_ẩn,11318,Positive
bha chữ tiết_dầu sài toner,11319,Positive
hỗn_hợp khô tiết_dầu mụn kcn á_ổn êm nâng tông nhẹ,11320,Positive
sản_phẩm tốt,11321,Positive
mặt_nạ lắm ôm sát mặt ẩm_đỉnh mịn,11322,Positive
sản_phẩm xài,11324,Positive
sản_phẩm ưng_ý,11326,Positive
xài chất đẹp thấm lớp mỏng nhẹ,11327,Positive
chống nắng siêu_đỉnh tiếc thiên_dầu treatment kiếm dòng chống nắng sài laroche posay không_nâng tone mà_còn tone đi tư_vấn không_bị bí_bết dính kiềm dầu tốt nâng tone mỏng nhẹ,11328,Positive
dễ_dàng thoải_mái thư_giãn,11329,Positive
nâng tông không_hề ảo thử,11330,Positive
hàng sản_phẩm thường_xuyên tốt,11331,Positive
tốt lắm,11332,Positive
dịu không_kích_ứng review ý_định đổi srm,11333,Positive
mùi hắc mùi khoáng bù xài ẩm_mượt cũ xài thời đầu hơi châm_chít nhẹ chỗ mụn viêm,11334,Positive
mùi hương dễ_chịu mát giá_thành ổn,11336,Positive
hàng hasaki yên_tâm hàng chuẩn đầy_đủ hàng,11338,Positive
mịn lắm mùi hơi nồng,11339,Positive
giới_thiệu dòng srm srm cồn không_bị srm nhạy_cảm_không_cồn dị_ứng mụn mọc khắp mặt rửa muối_lý hết_mình không_đánh giá sản_phẩm không_tốt sản_phẩm không_hợp khuyên hàng test thử nhạy_cảm,11340,Negative
chất_lượng kém,11341,Negative
trộm vía_hợp olay,11342,Positive
tẩy sạch không_bị_kích_ứng đầu mùi hơi khó_chịu,11343,Positive
không_bị xơ_bông ổn,11344,Positive
tạm sơ lắm dể rách,11345,Positive
hỗn_hợp dầu mụn mặt hiện_tượng hơi căng căng nhẹ rửa má hiện_tượng tróc nhẹ saok rửa mặt toner không_dưỡng,11346,Positive
hình_tưởng tặng khách_hàng đầu dê thịt chó,11347,Negative
mùi dễ_chịu,11348,Positive
ổn,11349,Positive
sản_phẩm xài lắc tẩy sạch lắm không_kích_ứng gắn_bó bự,11350,Positive
tẩy sạch lành_tính,11351,Positive
xài xài ổn mặc_dù khô nhạy_cảm lót lớp dưỡng ẩm_mỏng kcn mùi,11352,Positive
ê_không_biết đầu tưởng dương xài đêm nhma dưỡng ẩm_ổn lắm hồng_môi xài tuýp hiệu_quả sương sương giá rẻ_xài mà_còn,11353,Positive
ẩm tốt giá rẻ,11354,Positive
tốt dầu,11355,Positive
xài chất màu tím chất sửa màu hồng_nhạt mùi dê mỏng nhẹ không_bị đổ dầu,11356,Positive
sản_phẩm ổn,11357,Positive
dễ_dàng thoải_mái thư_giãn,11358,Positive
mùi dễ_chịu,11359,Positive
xài hãng châm chích nóng_mặt khó_chịu chất_dưỡng mùi colagen không_thích,11360,Negative
sữa chống nắng chuẩn auth thấm thấm mượt mịn tự_nhiên mùi cồn,11361,Positive
dễ_dàng thoải_mái thư_giản,11362,Positive
sản_phẩm tạm ổn đỡ mụn không_cải_thiện mụn đầu đen,11363,Positive
dịu nhẹ nhảy_cảm treatment_rửa sạch máy rửa mặt_rửa,11364,Positive
đầu dưỡng ẩm tốt không_hề vón nắng sài gòn chạy công_mồ_hôi mẹ mồ_hôi đổ lớp chống nắng trôi vệt á_mình htk review căng hơi khô,11365,Positive
xài màu hasaki không_tác_dụng mụn đầu hơi trắng không_lấy nhân_mụn dán tác_dụng hút sót,11368,Negative
ngăm kén kcn kcn nâng_tông ngăm bợt bợt giả_trân ưng thấm tệp không_thấy vân nâng tông lố mỏng nhẹ ưng bụng ghê hơi mắt,11369,Positive
chân_ái shop,11370,Positive
không_giống quảng_cáo lừa,11371,Negative
xưa chỗ xài xịt mát êm_diệu lắm không_mùi hasaki xịt tràn trền rửa mặt xịt giọt mùi hơi hăng_cảm_giác không_mát cũ hàng hãng không_nữa kiểu xịt lớp xài trời nóng_nực mát xài thử thời,11372,Negative
xài mê lắm,11373,Positive
tayr chết mặt ổn thơm,11374,Positive
xài chỉ_dẫn bsi khô_ráo nâng tone nhẹ lắm thoáng hơi đau ví,11375,Positive
khô tư_vấn kcn dạng chất tuần thích đẹp không_bết dính_xíu chưa_thấy mụn,11376,Positive
ưng mặt_nạ í mụn_xưng đắp xẹp đi hẳn xài hộp hộp,11377,Positive
hợp bọt siêu_thích giá,11378,Positive
xài phủng phê nhẹ_nhàng_hợp,11379,Positive
mùi hương dễ_chịu mát giá_thành ổn,11380,Positive
khô mùa đông thích tối mướt hẳn tiếc muộn hũ,11381,Positive
tẩy sạch_giá hợp_lý thích_hợp học_viên hàng dịch_vụ hasaki chăm_sóc khách_hàng tôt trải_nghiệm thử,11382,Positive
giá rẻ chất_lượng khác_hiệu không_rõ xài gió mặt_nạ bám không_giống kết_hợp bình_dân hiệu_quả tế hẹp,11383,Positive
võ đào,11384,Positive
mùi dễ_chịu,11385,Positive
dầu chống nắng hợp dầu cực thích yêu,11386,Positive
sản_phẩm tốt sạch sâu,11388,Positive
tầm viết sản_phẩm giúp cải_thiện lỗ chân_lông mụn đầu đen_mũi hiệu_quả hơi chậm toner aply chờ tầm tiếp serum_dưỡng ẩm_trà inisfre tối không_thấy tác_dụng phụ chống nắng nắng bảo_vệ shop hàng hàng gói kĩ hàng,11389,Positive
giá mãi dưỡng_hợp nhẹ_mặt cực_kì mùa lạnh dưỡng ẩm nứaex_dưỡng ẩm tốt,11390,Positive
đắp mát tầm_đắp mịn hẳn test nhãn_hiệu,11391,Positive
tẩy dịu nhẹ tạm mùi không_thích lắm,11393,Positive
tẩy sạch giá,11394,Positive
bụi nát kiểu hàng fake,11395,Negative
xài không_châm_chích mát_bạn không_điểm chống nắng,11397,Positive
dễ_dàng thoải_mái thư_giãn,11398,Positive
trải_nghiệm sắm,11399,Negative
giá_thành rẻ đắp thư_giãn công_dụng không_ngờ,11401,Positive
thời tốt đầu,11402,Negative
hàng cực đóng_gói,11403,Positive
sản_phẩm rẻ chất_lượng không_màu không_mùi tẩy chống nắng cảm_giác sản_phẩm tẩy sạch nhé_tẩy không_bị khô rát dịu nhẹ nhạy_cảm khô,11404,Positive
thích hasaki sản_phẩm tẩy,11405,Positive
tẩy sạch toàn dầu_nhờn dầu lắm hôm vội kịp tẩy mặt dầu lắm,11406,Positive
nhờn mụn hỗn_hợp lắm makeup nhẹ chống nắng thôi_thì tẩy sạch mascara chuyên_dụng nivea sạch hơi rít_senka nhẹ_nhàng garnier không_ngờ dịu nhẹ tẩy sạch không_gây mụn_nhiên mùi hương_liệu hơi ổn thử,11407,Positive
nâng tone đẹp ẩm_hợp khô dầu_bôi lớp thấm tốt đổ mồ_hôi_tí chảy đi,11409,Negative
đắp mát phê_đắp căng ẩm thích,11410,Positive
tẩy_tẩy sạch_lắc bọt khí,11411,Positive
quà,11412,Positive
tẩy nhẹ_nhàng không_gây_kích ứng_tẩy lớp kcn hôm makeup dầu,11413,Positive
đầu xài thưởng vô_phạt đi nặn mụn công_dụng lành_tính êm giúp vết_thương lành nè_tích khủng dưỡng_ẩm tốt,11414,Positive
dầu không_mụn xài êm wash,11416,Positive
khuyên sạch không_bị mụn_ẩn tẩy hãng dược mê,11417,Positive
thích hasaki sản_phẩm tẩy,11418,Positive
dầu chất mỏng nhẹ sài không_bết dính thích hơi châm_chích nhẹ,11420,Positive
đóng_gói hàng,11421,Positive
thành cợm trắng mặt kiểu không_thẩm thấu,11422,Positive
văn_phòng suốt khô công giới_thiệu xài xịt_khoáng thử hài_lòng giá_cả hợp_lí khô tươi_khỏe,11423,Positive
tẩy tốt_tẩy khô khô lớp màng bóng garnier,11424,Positive
dễ_dàng thoải_mái,11425,Positive
dễ_dàng thoải_mái thư_giãn,11426,Positive
mụn toner serum some kết_hợp đi mụn mụn_ẩn viêm sưng,11427,Positive
đỉnh trời mềm mịn_mướt,11428,Positive
dịu,11429,Positive
mặc_dù chống nắng đứng bàn hôm nắp trào,11430,Positive
dầu lắm thích cảm_giác một_tí mặt,11431,Positive
sản_phẩm kết_cấu thoáng nhẹ không_bóng mặt kiềm_dầu tương_đối dầu aply mùi hương nhẹ không_thích_tí ổn,11432,Positive
tốt_khuyên dầu mụn nguyên_rửa mặt toner mụn kết_quả tốt sửa,11433,Positive
không_hợp,11434,Positive
lăn_tăn đổi,11436,Positive
sản_phẩm không_như_đợi cực_kỳ,11438,Negative
thích dầu cực_kỳ nhạy_cảm tẩy rửa sữa rửa mặt mụn liền tẩy oreal hôm trưa mệt kịp tẩy chống nắng nằm ngủ dậy căng ẩm_không_lên mụn chứng_tỏ độ lành_tính thích giá thế_này,11439,Positive
mềm mịn,11440,Positive
sản_phẩm lành_tính dịu nhẹ,11441,Positive
ẩm tốt mềm tốt sần hôm sài rửa mặt mềm hẳn thích,11442,Positive
nhạy_cảm thiên_dầu không_viết dòng review lãng_phí rửa mặt ổn nhẹ_nhàng nhờn mụn,11443,Positive
tặng_tẩy hàng không_thấy nói_năng hơi_kì sản_phẩm chất_lượng xài dầu,11444,Negative
bông_tẩy mềm không_bị_rách đầu thử ưng lắm,11445,Positive
dầu khô lớp phủ đẹp mịn chống lắm,11446,Positive
tẩy không_sạch loreal tẩy mascara zesea lemonade mà_còn mắt cực_kì hương_liệu chú_ý mùi không_thơm không_hắt không_sánh loreal makeup mắt đồ chống loreal lớp dầu_tẩy không_bị mắt mắt tẩy mascara tốt ưu_điểm tẩy không_bị nhớt mặt loreal makeup đậm_không_nên,11447,Negative
lộn nguyên nhắn ép lào_ạ chín không_một,11448,Positive
dễ_dàng thoải,11449,Positive
dòng sạch sâu hợp dầu mụn tẩy sạch êm,11450,Positive
tốt,11451,Positive
bổ rẻ,11452,Positive
sài không_bị khô rát,11453,Positive
quà tặng kèm sài tốt,11454,Positive
mụn viêm xài mặt_nạ tràm trà đắp tối hôm hôm xẹp hẳn đau_nhức tuyệt_vời yêu,11455,Positive
phí tiền thời sản_phẩm tệ,11456,Negative
củng_ổn dầu,11458,Positive
dầu mụn tùy chất sữa lỏng màu bạc_hà tán nâng tone hơi lố_phút lớp đẹp tiếng kiềm dầu tầm tiếng khả_năng kháng mồ_hôi trôi bớt giá hợp_lý vỏ,11459,Positive
hiệu_quả tốt tán hơi khó_chịu nhấn,11460,Positive
hàng hơi,11461,Positive
cực_kì thích không_cồn mùi nhẹ khả_năng tẩy tốt chống nắng vệ_mặt đi đường khuyên dầu,11462,Positive
ủng_hộ eucerin dài_dài tuyệt_luôn dòng xịt_khoáng hiệu_quả ẩm eucerin xịn ẩm ẩm suốt,11463,Positive
thích sạch đỡ mụn_ẩn hẳn,11464,Positive
tốt_không_bị nổi mụn_ẩn cảm_giác_tẩy sạch kcn,11465,Positive
xài bình_thường finish đẹp nhma hôm ẩm khô tróc_đồ nhẹ,11467,Positive
tuyệt_không_bị căng rửa kèm ngừa mụn,11468,Positive
hàng chậm chất_lượng sản_phẩm,11469,Negative
sản_phẩm ghiền hạt mịn mùi thơm dễ_chịu sạch,11470,Positive
thiên_dầu bôi mát thấm_dưỡng ẩm tốt dầu hơi,11471,Positive
sản_phẩm tốt,11472,Positive
thích tuýp dầu mụn sản_phẩm ẩm bảng thành_phần,11473,Positive
dễ_dàng thoải_mái thư_giãn,11475,Positive
không_biết_nhiêu xài thích không_gây mắt khô độ_ẩm hasaki rẻ,11477,Positive
sắc rạng_rỡ hẳn tấy đỏ_lỡ chân_lông ủng_hộ,11479,Positive
sửa rửa mặt đóng_gói chuyên_nghiệp wash xài mát nhờn tốt không_bị_kích_ứng thời,11480,Positive
serum gọi_là thẩm_thấu hiệu_quả mờ thâm tốt trọn,11481,Positive
thất_vọng chất_lượng không_hề đợi,11482,Negative
sài không_muốn đổi tốt sản_phẩm dịch_vụ,11483,Positive
mẹ xài thích lắm,11484,Positive
dễ_dàng thoải_mái thư_giãn,11485,Positive
mặt_nạ chất đắp mịn tư_vấn cửa_hàng,11486,Positive
mùi thơm hạt hơi sắc mụn đầu đen mũi thôi_thì vực không_nên mặt trầy hiệu_quả rửa mặt khăn nhúng ấm hơi nóng mũi mụn mềm rửa,11487,Positive
rửa mặt chân_ái cuộc_đời srm trị mụn tốt nhạy_cảm không_dị_ứng hương_liệu rửa sạch không_bị khô tuần cải_thiện kết_hợp klenzit mụn_ẩn hiệu_quả mùi thơm kiểu rửa chén_táo thử,11488,Positive
hàng chậm chất_lượng sản_phẩm không_đạt,11489,Negative
thử mặt_nạ peptide some má lành_tính thuần_dịu đỏ_dưỡng chất không_bị nhễ_nhại,11490,Positive
xài lâu_nè tối môi thâm_nhẹ căng bóng ưng hủ lựu tiêm filer í hủ tuần tẩy chết hương_quả mọng trải_nghiệm liền đi,11491,Positive
tẩy sạch dịu nhẹ_lành tính_hợp dầu mụn nhạy_cảm chân_ái,11492,Positive
dễ_dàng thoải_mái thư_giãn,11493,Positive
không_biết_nhiêu bịch thiệt_sự dán đỉnh,11494,Positive
không_đạt không_quá,11495,Negative
hỗn_hợp dầu không_nhạy_cảm mụn thử tốt mặt sạch mụn hẳn mụn_ẩn cổ_đk xử_lí,11496,Positive
sài hủ ẩm mặc_dù dầu_sài tối mịn,11497,Positive
tẩy chỗ hà hasaki yên_tâm shop,11499,Positive
dễ_dàng thoải_mái thư_giãn,11500,Positive
mát dễ_chịu hiệu_quả tuần sử,11501,Positive
sản_phẩm sài thích dầu bôi_lượng vừa_phải sài_hơi dậy mặt dầu nhớt lắm bôi thích lắm dậy mướt hẳn,11502,Positive
cảm_nhận mùi thơm dễ_chịu hạt tẩy không_gây đau rát nhạy_cảm tuần dám tẩy,11503,Positive
dễ_chịu dịu giá_thành ổn,11504,Positive
mask thích đắp_sờ vô căng mướt cực mịn,11505,Positive
tích tiết_kiệm,11506,Positive
tiết,11507,Negative
cực_kỳ bực_mình sản_phẩm kém,11508,Negative
hôm miếng mụn bớt sưng đi chỗ mũi hơi ngắn,11509,Positive
sản_phẩm,11510,Positive
rẽ xài rát mặt khô không_nên,11511,Negative
htk không_mọi,11512,Positive
mùi hương dễ_chịu mát giá_thành ổn,11513,Positive
đóng_gói cẩn không_chê_điểm,11514,Positive
thử không_bị khô căng rửa nhạy_cảm không_bị_kích_ứng kết_cấu đặc lưới bọt tốt,11515,Positive
kiềm dầu cực tốt mùi thơm nhẹ chất đặc kcn dạng milk finish_lì đẹp,11516,Positive
đóng_gói hàng chưa_kĩ,11517,Negative
mỏng thịt hủ_tiếu gõ_thái mỏng_lét kiểu nốt mụn thôi_thì thử tốt tiệp_mặt,11519,Positive
cực_kì thích mặt_nạ môi á_bôi dậy môi mịn,11520,Positive
serum xài tốt giá hạt_dẻ dầu không_bị mụn mừng chiết serum_hợp,11521,Positive
đắp ngủ dậy rửa mặt mặt ẩm_hiệu ổn,11522,Positive
dể hjoải mái thư_giản,11523,Positive
tẩy mascara clio xịn thích mùi tẩy,11524,Positive
xài chê xài tối lận xài nửa đỏ ngứa mụn xài kết_hợp lrp kết_hợp sản_phẩm ăn_uống học khỏe,11525,Positive
sữa rửa mặt chân_ái tích khuyên,11526,Positive
bổ rẻ,11527,Positive
tỉnh hàng sữa_rửa mặt chất_lượng bàn_cãi sạch không_bị căng rát mặt,11528,Positive
phẩm,11529,Positive
lọ độ lành_tính,11530,Positive
chất mỏng nhẹ thấm_đắp ráo_mặt ổn trừ chất mặt_nạ mỏng cẩn_thận hết_sức rách,11531,Positive
hàng đóng_gói cẩn_thận chất_lượng miễn chê,11532,Positive
dễ_dàng thoải_mái thư_giãn,11533,Positive
